common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_40997941 滑蛋豬扒飯
common_voice_yue_40997942 而家啲學生係咪冇暑假放
common_voice_yue_40997943 我睇唔到
common_voice_yue_40997949 我呢啲係真係身體差先會噉
common_voice_yue_40997950 如果有漢字就要寫返漢字
common_voice_yue_40997952 你比我想像嚟得快
common_voice_yue_40997953 而家都冇家教可言啦，問題確實都是出在父母，越沒有時間教的人越喜歡生小朋友
common_voice_yue_40997954 呢個姐姐喎
common_voice_yue_40997961 所以我決定食埋晏先返工
common_voice_yue_40997963 今朝屯公又炒車
common_voice_yue_40997964 專登掃瞄截圖出嚟貼堂啦梗係
common_voice_yue_40997970 恐怖情人？
common_voice_yue_40997972 我房嘅後備匙
common_voice_yue_40997988 我嘅訴求就係打針
common_voice_yue_40997989 九十歲都算係噉
common_voice_yue_40997995 雖然唔啱粵音
common_voice_yue_40997996 我私底下講完之後佢叫我喺呢度傳教
common_voice_yue_40997998 頭先作咗首中招新人類唱俾老母聽，佢唔理我
common_voice_yue_41036889 佢自己買嗰啲一早食晒但佢唔記得
common_voice_yue_41036902 我覺得都幾方便，我哋咩娛樂都有
common_voice_yue_41036905 仲成日玩嘢
common_voice_yue_41036907 顧得掂自己嘅細路噉咋嘛
common_voice_yue_41036908 好認真喺廁所冚粉遮瑕批蕩咗半個鐘，認真到我自己都有啲感動
common_voice_yue_41036914 我完全冇問題啊
common_voice_yue_41036915 冇電話都可以用手機，好幽默
common_voice_yue_40898184 轉揀叉燒煎蛋飯，冇晒叉燒
common_voice_yue_40898188 呢輪真係好多垃圾廣告，日日都收到有人話請我返工
common_voice_yue_40898198 同埋有啲專業用詞都要上堂前同學生夾好咗先
common_voice_yue_40898199 佢係中間隔幾粒鐘
common_voice_yue_40898200 我有成盒髮泥都唔識用
common_voice_yue_40898202 佢而家個講法好似係啲老一輩嘅人會用嘅字眼
common_voice_yue_40898205 你想問候邊個
common_voice_yue_40898208 笑咗水印
common_voice_yue_40898209 開壞個頭，只會走夾唔唞
common_voice_yue_40898210 喺屋企用真鼓打機嘅第一次聽
common_voice_yue_40898211 佢講過好多老實說話，話大陸一係清零一係打針，清零係持續唔到落去，要靠有效疫苗，病毒好大機會一路喺人類社會流行
common_voice_yue_40898212 完全唔知大陸大學軍訓要做咩
common_voice_yue_40898216 已經接受咗呢個現實
common_voice_yue_40898219 好感恩我全個家族都唔會問新年十大乞人憎問題
common_voice_yue_40898220 我最鍾意呢套戲嘅一點係佢選角忠於原著
common_voice_yue_40898224 噉都幾好吖
common_voice_yue_40898228 有冇諗過可能平時佢行得仲多，去旅行已經行少咗
common_voice_yue_40898229 仲厚面皮啲
common_voice_yue_40898233 或者你哋自己會唔會檢查另一半手機
common_voice_yue_40898236 上到車佢仲擰轉頭同我講乜啲人唔排隊，依舊係攝咗喺我前面上樓梯
common_voice_yue_40898239 忘記佢啦，左右手先可以陪你一世
common_voice_yue_40898247 然後一瞓醒就睇到有人裸跑嘅新聞
common_voice_yue_40898265 開關之後廣州啲演唱會有冇開到爆晒
common_voice_yue_40898266 因為到最尾都會放落呢度揾人清理
common_voice_yue_40898267 尹光我就即刻衝去睇
common_voice_yue_40898268 有鼓好玩啲，不過難過撳鍵盤
common_voice_yue_40898277 青衣有肥黃鴨睇
common_voice_yue_40898278 雞骨草對排泄有幫助嘅咩？
common_voice_yue_40898288 中文係咩
common_voice_yue_40898308 好好哋講返句祝賀說話唔好咩
common_voice_yue_40898311 所有天生一對嘅人
common_voice_yue_40898316 你啲開心要分享俾多啲人一齊
common_voice_yue_40898318 都唔止老母係噉，老竇都一樣
common_voice_yue_40898321 夏天着長裙冇着長褲咁熱
common_voice_yue_40898322 所以西貢將軍澳都係新界
common_voice_yue_40898329 做咩唧個人取向唔得咩
common_voice_yue_40898330 仲要再打針
common_voice_yue_40898331 一出圖又俾人話我黐線
common_voice_yue_40898336 日本性侵案入罪率係咪好高
common_voice_yue_40898343 未社教化
common_voice_yue_40898356 唔係排泄係排毒
common_voice_yue_40898363 等我仲滿懷希望諗住聽朝唔使返
common_voice_yue_40898366 佢睇個老人死咗可能好開心添
common_voice_yue_40898368 大家吹水能力優越嘅當然好
common_voice_yue_40898369 其實喺度生活，係點樣？
common_voice_yue_40898383 笑死，啲詐騙廣告仲搵林作個名呃上呃
common_voice_yue_40898395 不過而家淨係打好少機
common_voice_yue_40898398 我懷疑係果籽之類做嘅所以已經睇唔返
common_voice_yue_40898401 你隨手都搵到圖好嘢喎
common_voice_yue_40898406 選擇性一國兩制
common_voice_yue_40898408 又有咩新嘢推介？
common_voice_yue_40898410 或者科學園車
common_voice_yue_40898417 我哋使唔使擺我地啲衫落同一個籃度？
common_voice_yue_40898436 二元對立，唔係異性戀就係同性戀
common_voice_yue_40898442 係咪一日到黑細路殺老人，呢個應該冇，但係你話啲大人將細路當沙包咁打，細路又到處打人失手打死人，真係日日都有
common_voice_yue_40898448 有好少數有得撳嘅
common_voice_yue_40898450 對住另一半講你話點就點啦，都係真心聽晒佢話順晒佢意？
common_voice_yue_40898453 仲有新移民囉，打簡體字嘅香港人
common_voice_yue_40898467 我就係畀啲人鬧完之後，我乾脆轉都唔轉返簡體
common_voice_yue_40898469 大家根本從來都唔係同路人
common_voice_yue_40898473 發燒經常伴隨頭痛
common_voice_yue_40898508 落雨天啲紙類嘅嘢一定要包膠袋
common_voice_yue_40898509 佢話覺得過咗某個年紀仲俾人嗌姐姐會唔好意思
common_voice_yue_40898510 小朋友若果有啲基本了解都好嘅
common_voice_yue_40898520 噉你都仲記得
common_voice_yue_40898521 我送錶俾你都記住唔好收喎
common_voice_yue_40898523 細個返學行樓梯，顎高頭就見到同學裙底飄飄，有童年陰影
common_voice_yue_40898524 我決定退出呢個群組，我覺得呢個群組好不健康
common_voice_yue_40898525 日日都加密通話
common_voice_yue_40898528 男仔胸大好有壓迫感
common_voice_yue_40898536 睇網民嗌交都睇到飽
common_voice_yue_40898556 我冇見過呢個寫法
common_voice_yue_40898563 即係冇去到？
common_voice_yue_40898568 人才輩出，前路一片光明啊
common_voice_yue_40898574 仲要係英文
common_voice_yue_40898582 哇乜全部都係女嚟嘅
common_voice_yue_40898586 夜啲先一次過執
common_voice_yue_40898588 好彩帶出門交收嘅卡全部入晒卡套包膠袋，唔係整濕咗就喊死我
common_voice_yue_40898590 有個男仔好緊張噉問有咩方法鎖咗啲通訊軟件，唔想俾女友睇到訊息，係因為咩事呢？
common_voice_yue_40898597 份早餐望落好靚睇到我好肚餓
common_voice_yue_40898600 好啊，有咩片推介
common_voice_yue_40898609 磁能線，如果中，一秒知道係邊個
common_voice_yue_40898616 台灣咪好興早餐店嘅
common_voice_yue_40898619 應該唔係嘅
common_voice_yue_40898629 呢度啲語料啱唔啱使
common_voice_yue_40898652 惟獨有靚仔上門戴手環呢個環節係德政
common_voice_yue_40898654 朋友之間會話中過招嘅人得到咗無敵星星
common_voice_yue_40898655 我嘅圈子係叫埋土
common_voice_yue_40898657 我修皮算
common_voice_yue_40898672 傳說中嘅手機型號
common_voice_yue_40898674 我呢啲係咪叫人財兩失啊？
common_voice_yue_40898676 而你唔知自己想點？
common_voice_yue_40898693 畢竟每個人嘅喜好都唔同，就算中意同一樣嘢都可以有唔同嘅理由
common_voice_yue_40898696 有幫動畫歌填粵語詞嘅
common_voice_yue_40898699 你阿爸咪要代佢還囉
common_voice_yue_40898700 我本來就有露耳露額頭
common_voice_yue_40898713 所以都接近冇得遊行
common_voice_yue_40898752 你係咪上到機
common_voice_yue_40898762 中國從來冇輸過
common_voice_yue_40898765 我試過同年長我十年以上嘅中產慢慢解釋，乜嘢係超級區議會？乜嘢係功能組別？點先有票投啊？
common_voice_yue_40898771 兩老話學好英文先喎
common_voice_yue_40898773 我都係噉
common_voice_yue_40898774 已經有手製會員卡同親簽生日卡，係真愛自然會入會
common_voice_yue_40898777 歐洲時間？
common_voice_yue_40898786 唔一定係靚仔
common_voice_yue_40898790 試下講多啲
common_voice_yue_40898792 我有嘢同你講
common_voice_yue_40898794 首先要有成名嘅條件同野心先
common_voice_yue_40898797 我都見到呢篇
common_voice_yue_40898810 因為必理痛呢個牌子太出名所以啲人都直接叫必理痛
common_voice_yue_40898845 啱啱到埗係要啲時間安頓嘅
common_voice_yue_40898847 英文係可以寫嘅
common_voice_yue_40970230 後面搭人
common_voice_yue_40970236 冇，講過啫。不過冇機會就算喇
common_voice_yue_40970237 投幣係咩意思？成日唔知有咩用
common_voice_yue_40970247 若然未報只係時辰未到
common_voice_yue_40970250 感覺到你嘅眼神充滿愛同希望
common_voice_yue_40970251 師兄貴庚啊
common_voice_yue_40970254 有錄音有字幕，講打針後遺症
common_voice_yue_40970256 有冇啲咩大人物做講師？
common_voice_yue_40970263 得閒飲茶真係會去飲茶！？
common_voice_yue_40970264 係咪想俾我切咗你
common_voice_yue_40970269 我啲眼淚水都標緊出嚟
common_voice_yue_40970270 唔開燈打機唔怕壞眼咩
common_voice_yue_40970271 即係都係納稅人啲錢
common_voice_yue_40970272 半夜屙夜尿順便上下水
common_voice_yue_40970281 唔係香港粵語嘅可以
common_voice_yue_40970283 方艙又死老鼠又水浸又唔啱香港規格嘅大陸電掣位，一星期起好，政府找數多謝夾盛惠
common_voice_yue_40970286 但係社交平台唔係一個人嘅事
common_voice_yue_40970289 求其着咗上去都冇包好晒成個身
common_voice_yue_40970290 一路扶佢返屋企，一路串佢
common_voice_yue_40970291 你係咪嗰啲同女仔對望兩秒就覺得人哋愛上你嘅妄想狂？
common_voice_yue_40970292 相當有道理
common_voice_yue_40970294 係你要講嘅
common_voice_yue_40970295 希望可以堅持
common_voice_yue_40970303 但係佢恰下恰下又轉咗去挨落咗右隔離
common_voice_yue_40970306 對面分化策略成功囉
common_voice_yue_40970308 你話跟置頂嗰幾項原則？
common_voice_yue_40970310 職業競步運動員
common_voice_yue_40970314 好似樣咩
common_voice_yue_40970315 做毒撚真係好
common_voice_yue_40970316 啲細路全部識自己屙
common_voice_yue_40970318 真係唔係講笑
common_voice_yue_40970324 屯門公路
common_voice_yue_40970325 你啲語音辨識就真係錯字比較多嘞
common_voice_yue_40970328 所以我淨係買啲唔送香港嘅嘢或者要日本地址電話先開到帳號嘅嘢先會搵代購
common_voice_yue_40970329 都無交友
common_voice_yue_40970331 四通橋勇士句標語周街都係
common_voice_yue_40970338 打風應該盡早返屋企
common_voice_yue_40970341 唉仲肚痛緊
common_voice_yue_40970342 而家？眨下眼又過一年
common_voice_yue_40970343 好感動，即刻有啲想喊
common_voice_yue_40970346 係囉
common_voice_yue_40970347 成功脫苦海
common_voice_yue_40970348 溫馨提示聽日做定功課去！
common_voice_yue_40970350 特登去嗰邊讀語言學？
common_voice_yue_40970351 呢個人同我同年，聽到我火都嚟埋
common_voice_yue_40970353 程繫護理
common_voice_yue_40970362 即係個主持人其實係你嚟啦
common_voice_yue_40970366 噉嗰間寫得唔掂啫
common_voice_yue_40970369 記得早啲起身返工
common_voice_yue_40970372 有冇睇容議員話唔畀個女用黃色顏色筆啊？你仲有幾點黃即係扮嘢滲透啦！？
common_voice_yue_40970374 你啲私隱都好公開下喎
common_voice_yue_40970376 畢業之後自學日文
common_voice_yue_40970379 好似好多人搶藥寄過去
common_voice_yue_40970381 呢樣嘢係無論我過去定係現在係唔係佢嘅子民都唔會影響到
common_voice_yue_40970384 資料文件話佢連續六年上央視春晚，你覺得佢加埋吸咗幾多人民幣？
common_voice_yue_40970386 同埋你發唔發覺傳教嘅重點少咗一樣嘢
common_voice_yue_40970387 大家收工未啊？
common_voice_yue_40970388 有咩感覺？
common_voice_yue_40970390 師兄你品味獨特喎
common_voice_yue_40970391 唔係，係體育老師教嘅
common_voice_yue_40970394 中學雞嗰幾條出街運動褲到而家都仲着緊
common_voice_yue_40970395 冇聯絡開嘅我都唔係特別想知佢近況，想知就會整個訊息吹下水
common_voice_yue_40970397 我將六舊腹肌鍊成咗做一舊
common_voice_yue_40970399 跟住又被人話奴性重
common_voice_yue_40970401 啱啱去拜山
common_voice_yue_40970402 今日有段片係大陸細路勒到阿嫲瓜咗？
common_voice_yue_40972444 溝女唔使再想盡辦法約人飲咖啡
common_voice_yue_40972446 今日有咩開心嘢啊哈姆太郎？
common_voice_yue_40972447 而家終於可以用到
common_voice_yue_40972461 舵手係邊個？次男？
common_voice_yue_40972462 佢仲讀緊書
common_voice_yue_40972464 香港同中國都係
common_voice_yue_40972465 公司另一層同事年頭全部中晒
common_voice_yue_40972467 唔使驚喎，感冒啫
common_voice_yue_40972468 有啲耐喎真係
common_voice_yue_40972482 全球死咗
common_voice_yue_40972483 辛苦晒！
common_voice_yue_40972486 要迎合唔同人嘅喜好
common_voice_yue_40972487 永世都壓唔到
common_voice_yue_40972489 問緊廣州啫，香港戇?到底就無謂提
common_voice_yue_40972490 同埋可能仲等緊人入，我亂噏住啲嘢試下啲規則先。之後可以講下廣東歌？
common_voice_yue_40973452 本毒毒就係標準，你可以質疑我嘅標準套唔到落其他毒撚度，但係本人就係毒撚一份子，我嘅標準都係毒撚嘅標準
common_voice_yue_40973453 好似一直都係
common_voice_yue_40973456 都得，隨得你
common_voice_yue_40973471 尋晚傳譯傳到凌晨四點
common_voice_yue_40973475 行好遠先搵到第間，熱鬼死我
common_voice_yue_40973476 羨慕人哋有得欺騙感情
common_voice_yue_40973479 有時真係要靠估
common_voice_yue_40973487 係邊篇文章？拜讀下
common_voice_yue_40973488 好似得一個位有綠的
common_voice_yue_40973490 老細做乜?
common_voice_yue_40973491 好奇之下，想問下有無人對呢個詞彙有諗法
common_voice_yue_40973492 求其影張相佔畫面一半都係腳，有圖為證
common_voice_yue_40973493 端午節有女童軍龍舟隊扮安妮亞
common_voice_yue_40973501 雖然大部分公路都冇呢樣嘢
common_voice_yue_40973502 返工車程要個半鐘
common_voice_yue_40973514 有人話要入依個羣吹水，請問依個羣個鏈接喺邊？
common_voice_yue_40973515 唔同方言年紀性別嘅
common_voice_yue_40973517 同時亦有部份民主派或本土派堅持寫官話中文
common_voice_yue_40973534 周圍都係
common_voice_yue_40973535 一嚟就咀落啱啱嘔完嘅娘娘度
common_voice_yue_40979043 但我明明一早同佢講好咗，做好
common_voice_yue_40979045 要儲錢買台新嘅
common_voice_yue_40979046 每場演唱會都有可疑人士影成疊飛喺手然後一定要微信收錢，跟住就一定會有一班戇居居落疊喺度呻搵笨，報警都拉唔到
common_voice_yue_40979047 笑撚死，建議放下
common_voice_yue_40979048 你講緊咩話
common_voice_yue_40979049 皇上唔使加陛下，好似係
common_voice_yue_40979051 日日都要雞啼咁早就有嘢做？
common_voice_yue_40979052 或者噉問，你自己接唔接受到被人嗌叔叔姨姨
common_voice_yue_40979053 前提係唔好畀人知佢係男人
common_voice_yue_40979054 跟住有個衣衫襤褸嘅阿叔無啦啦貼到一個男人後面勁近
common_voice_yue_40979055 今日返工真係好爽，出去開會開到三點半就講完，然後同同事去咗飲咖啡吹咗兩粒鐘水
common_voice_yue_40979056 佢流緊鼻血呀
common_voice_yue_40979057 不過我想買嘅多數係日本區所以要搵朋友幫手買
common_voice_yue_40979060 我係咪應該繼續無視佢？
common_voice_yue_40979061 好羨慕就外文
common_voice_yue_40979062 即係兩個人做咗同一份文件？
common_voice_yue_40979063 破窗效應吖嘛，發生得多大家都麻木咗，個個都噉做
common_voice_yue_40979064 你係咪冇賣過嘢，周邊圖要落水印防止盜用係常識嚟
common_voice_yue_40979069 李純揆係我永遠嘅單戀對象
common_voice_yue_40979072 你唔好咁公開好冇，私下邀請幾位踴躍發言又寫到流暢粵文嘅咪算
common_voice_yue_40979074 點解會經佢老母溝
common_voice_yue_40979075 你喺現場？
common_voice_yue_40979077 你可以叫人嗌你哥哥姐姐，不過人哋開口就叫你叔叔，都唔使問點解啦下話
common_voice_yue_40979078 師兄望住偉仔起樓？
common_voice_yue_40979079 潛水多時嘅我終於上水
common_voice_yue_40979082 你又唔同我甜下
common_voice_yue_40979085 各位準備好共赴黃泉未啊？
common_voice_yue_40979089 應該係人嘅問題
common_voice_yue_40979092 搶佢過嚟咩
common_voice_yue_40979095 你冇得怪佢哋喎
common_voice_yue_40979096 好多人哋覺得臭嘅嘢我都鍾意食
common_voice_yue_40979098 從事啲極度陽盛陰衰嘅行業嘅好處係，無論幾咁中性打扮都會被人當女性看待，然後讓你幾分唔會直接爆粗鬧人
common_voice_yue_40979099 要畀台灣人同全世界中文人都睇得明
common_voice_yue_40979100 佢啲字幕仲要全粵文
common_voice_yue_40979101 早排譯人講真鐸同白普理
common_voice_yue_40979103 噉你平時邊度睇
common_voice_yue_41009208 師兄識啲嘢喎，睇開？
common_voice_yue_41009209 只係同國民黨比？，不如同希特拉或者習維尼比
common_voice_yue_41009211 利申我係會食納豆嘅人
common_voice_yue_41009212 原來大家都咁鍾意食好西
common_voice_yue_41009214 睇下有咩可以一齊做
common_voice_yue_41009216 聖約翰定紅十字會
common_voice_yue_41042006 我唔要，攞返走
common_voice_yue_41042007 可能啲司機唔特登兜入個站
common_voice_yue_41042010 喺街啲男士都好熱心助人又紳士手
common_voice_yue_41042012 我嘅夢想係做毒撚大文豪寫詩
common_voice_yue_41042027 唔知係今日真係得兩個同事喺度定係大家都唔返嚟
common_voice_yue_41042028 喺佛丕府，一班有資金周轉問題嘅農民
common_voice_yue_41042076 啱啱一去，廁所有成七格到。但有五格，都冇晒廁紙，睇嚟啲姐姐都累，唔想換住
common_voice_yue_41042333 用生命值硬接
common_voice_yue_41042335 唔該你幫下手吖，唔該你吖
common_voice_yue_41045076 我清理下灰同老泥啫，冇喇。
common_voice_yue_41045079 收啦，你哋答咗我先，有女朋友未？
common_voice_yue_41045126 男神光哥正式登陸社交平台
common_voice_yue_41045132 已安坐家中
common_voice_yue_41045152 其實牆內好多討論啦，你哋睇啲大陸人圈子啲消息最新
common_voice_yue_41045201 你唔鍾意校服妹妹？
common_voice_yue_41045205 噉就乖嘞
common_voice_yue_41045229 我會嗌中咗招嘅人做變種新人類囉
common_voice_yue_41045231 兼具裙嘅舒服同褲嘅方便
common_voice_yue_41045234 埋土哈哈哈哈
common_voice_yue_41045248 佢有真愛真係想睇，你只係被逼幫手搶
common_voice_yue_41045249 潘多拉嘅盒
common_voice_yue_41045258 仲喺轉車站棟篤企緊
common_voice_yue_41045263 綠的好似得一兩個站有
common_voice_yue_41045266 點玩啊，飛過去？呢幾年咪收晒皮
common_voice_yue_41045957 上面幾多大關我哋乜事啊？
common_voice_yue_41045978 好過條數一路碌計利息
common_voice_yue_41045992 你中意咩類型嘅人？
common_voice_yue_41045995 成日回覆留言，去死啦你！你仆街啦！
common_voice_yue_41046017 但有啲黨全部都係垃圾
common_voice_yue_41046033 真係要注意健康
common_voice_yue_41046070 你玩夠未啊？
common_voice_yue_41046080 都唔夠國家是但一件真人真事癲
common_voice_yue_41046081 我在期待的自介
common_voice_yue_41046109 唔好再講喇，葡萄到酸到死
common_voice_yue_41046110 唔搭鐵，輕鬆
common_voice_yue_41046111 琴日先看他冇事新聞，唉。
common_voice_yue_41046254 其他人食咗乜嘢好西去咗邊度旅行享受乜嘢人生關我乜事
common_voice_yue_41046256 你係咩體質特殊嘅黐線佬磁石
common_voice_yue_41046257 你意思即係可以唔放我在眼內啦
common_voice_yue_41046258 佢哋錢定你嘅錢
common_voice_yue_41046304 勁耐先搵你一次嗰啲
common_voice_yue_41046404 家屬本身唔知佢做過啲咩，但喺維權過程都理解到同認同佢嘅理念，係真愛嘅力量
common_voice_yue_41046436 令受眾最易接受
common_voice_yue_41046438 佢同我講，佢終於知
common_voice_yue_41046453 新正頭啟市出門最大動力
common_voice_yue_41046457 都係嗰句啦
common_voice_yue_41046552 我想畫低大家
common_voice_yue_41046554 當年勁多律師就係畀國民黨拉去坐監
common_voice_yue_41049251 啲錢入晒佢哋袋
common_voice_yue_41049287 蘇媽蘇媽？
common_voice_yue_41049288 我真係覺得
common_voice_yue_41049290 唓咁一開始討論你又話自己冇女
common_voice_yue_41049291 你個鄰居講嘢咁直接嘅？
common_voice_yue_41049294 原本做餐廳
common_voice_yue_41049295 你要買零食畀我啊
common_voice_yue_41049302 行前一小步，文明一大步
common_voice_yue_41049304 煩惱就係我成日去到廁所摳褲先發覺自己火車未到站
common_voice_yue_41049305 好撚恐怖
common_voice_yue_41049315 六點個風會最近香港
common_voice_yue_41049330 剩係見過人哋打街機有真鼓
common_voice_yue_41049332 每日關心佢哋有冇食飯瞓覺同人做朋友
common_voice_yue_41049335 頂住啊，今日星期五喇
common_voice_yue_41049347 我想做天花板為佢哋遮風擋雨
common_voice_yue_41049670 然後有人用廣州人屌示威者搞事唔戴口罩
common_voice_yue_41049672 萬一好難食
common_voice_yue_41049673 打完招呼咪問下有咩興趣嗰啲
common_voice_yue_41049677 不斷有人中，冇在家隔離嘅醫療指示，冇物資支援
common_voice_yue_41049679 野性嘅直覺
common_voice_yue_41049680 紅係香港九龍將軍澳荃葵青沙田
common_voice_yue_41049683 敷個面膜先
common_voice_yue_41049684 人哋冇工廠，但人哋而家都唔使同唔想繼續喺中國做廠
common_voice_yue_41049685 咩叫革大
common_voice_yue_41049686 我同意啊！
common_voice_yue_41049688 你字幕個底語音辨識定自己逐句打話？
common_voice_yue_41049689 喺條街度仲易截過的士站
common_voice_yue_41049700 佢哋睇唔明我寫乜，同樣我都聽唔明佢哋講乜
common_voice_yue_41049716 突然間覺得革大好天龍
common_voice_yue_41049717 又要講自己叫咩名做咩嘢平時有咩做
common_voice_yue_41049719 成個月？
common_voice_yue_41049759 呢輪上正義迴廊仲掂，口碑好好
common_voice_yue_41049760 改咗之後呢？
common_voice_yue_41049761 鐵打推拿針灸佢都識
common_voice_yue_41049762 細個星期六朝早睇過佢哋主持嘅明珠台迪士尼節目
common_voice_yue_41049764 做咩咁灰
common_voice_yue_41049794 要危險所有地方都可以危險
common_voice_yue_41049797 都係長輩煩啫
common_voice_yue_41049888 啲阿姐嘅旁白好頂癮
common_voice_yue_41049889 第一次難免有啲生澀
common_voice_yue_41049890 係時候飛過去以解單相思之苦
common_voice_yue_41049891 下巴粒大毒瘡仲有個印喺度，今日直接用疤痕貼侍候
common_voice_yue_41049912 屌你又啱，係我寫錯年份
common_voice_yue_41049914 貼呢啲靚姐姐冇人鬧喇啩
common_voice_yue_41049947 一見到上層對頭位就狗衝埋去坐
common_voice_yue_41050019 我用電話瀏覽器開睇唔到粒字幕掣
common_voice_yue_41050020 你喺邊度識人啊
common_voice_yue_41050038 好，邊個開始先？
common_voice_yue_41050039 但大學有啲人係你唔知佢個腦入面裝咗乜
common_voice_yue_41050040 都冇咩必要特登講，唔係就好突兀
common_voice_yue_41050051 你呢個提議真係相當有智慧
common_voice_yue_41050052 我應該要好好噉愛我自己
common_voice_yue_41050053 維基話史上最長黑雨都係唔夠六個鐘
common_voice_yue_41050054 噉你叫我喺度講，我咪聽咗你話囉
common_voice_yue_41050067 有餐飯仔食，開心
common_voice_yue_41050070 你哋得閒可以去行下
common_voice_yue_41050071 但嗰下見到，我會希望自己老豆老母都有呢啲舉動
common_voice_yue_41050078 瞓到八個鐘嘅話全日都好精神
common_voice_yue_41050079 條褲係老母唔要掉出嚟我啱啱執走着
common_voice_yue_41050094 其實首歌本身都唔係人人鍾意
common_voice_yue_41050106 其實都正常吖
common_voice_yue_41050126 跟住突然之間勁大聲咁大嗌
common_voice_yue_41050141 噉我唔止呃咁少了
common_voice_yue_41050143 美國紐約
common_voice_yue_41050144 對女神就善良
common_voice_yue_41050162 我剩係識睇推睇下台灣人同香港人嗌交，講衛生棉定衛生巾嗰啲無謂嘢，唔係好掌握佢哋民情
common_voice_yue_41050163 其實睇佢條路線
common_voice_yue_41050164 好好玩啊
common_voice_yue_41050170 很久不見，到底發生過什麼事
common_voice_yue_41050171 一嚟阿叔多
common_voice_yue_41050172 有錢人生活就係咁樸實無華且枯燥
common_voice_yue_41050173 唔緊，外國歷史唔使學咁深
common_voice_yue_41050174 邀請咗吹水王加入
common_voice_yue_41050488 啲專家都出嚟話安心冇用啦
common_voice_yue_41050490 大愛左膠多
common_voice_yue_41050492 特典泰妍好多人有，我姐先罕有
common_voice_yue_41050506 活動一個月就夠鐘返屋企休息
common_voice_yue_41050550 呢個算唔算粗口？
common_voice_yue_41050552 心諗農曆七月你拜我咁有心呀？
common_voice_yue_41050594 日本人唔知都情有可原嘅
common_voice_yue_41050596 人哋科研好鬼勁，有讀書食腦
common_voice_yue_41050627 離晒譜，根本就再犯而且毫無悔意，先判得嗰十八日
common_voice_yue_41050628 本身接觸得多係會明啲嘅
common_voice_yue_41050629 係咪即係少理阿爸嘅諧音？
common_voice_yue_41050684 你打返啲出得做語料嘅句子好喎
common_voice_yue_41050787 因為佢哋戇居
common_voice_yue_41050791 空襲引起大火
common_voice_yue_41050793 普通香港人睇粵拼都係估估下
common_voice_yue_41050794 佢哋打算喺南昌轉東涌綫搭去搵火車站
common_voice_yue_41050795 我買咗個鼓嚟駁電腦打
common_voice_yue_41050807 個站好多人，一條隊同時排緊幾條巴士線
common_voice_yue_41050856 串燒有雞牛豬要邊款？
common_voice_yue_41050857 有冇試過撞破父母好事
common_voice_yue_41050862 廣東話叫粵語，普通話叫咩？
common_voice_yue_41050865 有時我會做咗被揀中嘅細路就係因為我識英文，拉上補下手語屎都照殺
common_voice_yue_41050868 英國獲得香港島同九龍之後，港九嘅人都已經一百年冇講圍頭話喇
common_voice_yue_41050869 我去唔到幾個鐘，最高紀錄好似四十分鐘度
common_voice_yue_41050870 係咪目測得好準呢
common_voice_yue_41050873 要睇個風多唔多雨
common_voice_yue_41050874 到底簽佢做乜?
common_voice_yue_41050876 等我介紹返呢個產品畀你知
common_voice_yue_41050877 有棍都好似好多煩惱
common_voice_yue_41050878 大家快啲睇下少女時代唱出道曲
common_voice_yue_41050879 莫非係去九龍灣
common_voice_yue_41050883 九龍清水灣香港科技大學
common_voice_yue_41050884 薪高糧準福利好返得兩日半
common_voice_yue_41050950 呃鬼食豆腐咩噉都當英文嚟講
common_voice_yue_41050951 呢層我就唔知嘞
common_voice_yue_41051181 誤會啲咩都唔係咁好啦
common_voice_yue_41051184 今日落地盤做嘢，成班工程人員百分之九十九都係男士
common_voice_yue_41051185 同覆卷個覆係咪差唔多感覺
common_voice_yue_41051194 年輕人好有愛心，養人哋屋企不遺餘力
common_voice_yue_41051556 為大家送上新年祝福
common_voice_yue_41051573 大專啲傳譯唔係咁易
common_voice_yue_41051574 青衣紅的
common_voice_yue_41051575 仲有個廟街元宇宙演唱會直播？
common_voice_yue_41051582 啊同埋我鍾意裙褲
common_voice_yue_41051583 我一陣去搵下，睇下見唔見得返份文件，我就噉放咗喺佢枱頭
common_voice_yue_41051585 我眼中嘅世界充滿愛同美好
common_voice_yue_41051591 變調入聲
common_voice_yue_41051592 手，唔好摸佢哋
common_voice_yue_41051594 大家小心
common_voice_yue_41051601 就係好似冇咩
common_voice_yue_41051603 可摸耳係可唔可以
common_voice_yue_41051604 除咗月餅罐仲擺得去邊
common_voice_yue_41051611 我已經知道晒所有嘢嘞
common_voice_yue_41051617 拎咗支雙飛人返公司狂搽緊
common_voice_yue_41051624 心諗係咪要開會送層新樓畀我
common_voice_yue_41051628 睇蘋果同東方啲留言代唔代表到吖
common_voice_yue_41051632 抹汗都係一瞬間嘅事
common_voice_yue_41051633 對佢嘅領袖唔會有咩強烈感情
common_voice_yue_41051754 你條腸好返啲未，每日都去咁多廁所
common_voice_yue_41051757 打風有咩好講，股市未到四點唔會八號波
common_voice_yue_41051783 唔敢睇呢啲片
common_voice_yue_41051784 朋友提我檢查埋火車到咗站未
common_voice_yue_41051797 走啊
common_voice_yue_41051798 太垃圾，唉。
common_voice_yue_41051800 想知你講邊段時間
common_voice_yue_41051801 師兄有女要分享多啲喎
